   Elapsed time	   ECG1	   ECG2
       4:46.531	  0.050	 -0.200
       4:46.539	  0.040	 -0.160
       4:46.547	  0.040	 -0.170
       4:46.555	  0.020	 -0.200
       4:46.563	  0.020	 -0.170
       4:46.570	  0.010	 -0.170
       4:46.578	  0.020	 -0.190
       4:46.586	  0.000	 -0.210
       4:46.594	 -0.010	 -0.160
       4:46.602	 -0.010	 -0.170
       4:46.609	  0.000	 -0.180
       4:46.617	 -0.010	 -0.190
       4:46.625	 -0.020	 -0.180
       4:46.633	 -0.020	 -0.190
       4:46.641	 -0.020	 -0.210
       4:46.648	 -0.040	 -0.170
       4:46.656	 -0.020	 -0.160
       4:46.664	  0.010	 -0.150
       4:46.672	  0.050	 -0.150
       4:46.680	  0.010	 -0.100
       4:46.688	  0.090	 -0.070
       4:46.695	  0.080	  0.020
       4:46.703	  0.170	  0.210
       4:46.711	  0.060	  0.150
       4:46.719	  0.020	  0.160
       4:46.727	 -0.030	  0.050
       4:46.734	 -0.150	  0.040
       4:46.742	 -0.140	  0.020
       4:46.750	 -0.120	 -0.050
       4:46.758	 -0.120	 -0.190
       4:46.766	 -0.100	 -0.200
       4:46.773	 -0.110	 -0.210
       4:46.781	 -0.100	 -0.220
       4:46.789	 -0.100	 -0.180
       4:46.797	 -0.090	 -0.370
       4:46.805	  0.250	  0.330
       4:46.813	  0.440	  2.430
       4:46.820	  0.390	  5.110
       4:46.828	 -1.790	  5.110
       4:46.836	 -1.940	  3.300
       4:46.844	 -1.140	 -0.570
       4:46.852	 -0.810	 -0.390
       4:46.859	 -0.330	 -0.290
       4:46.867	  0.010	 -0.320
       4:46.875	 -0.020	 -0.350
       4:46.883	  0.010	 -0.370
       4:46.891	  0.050	 -0.390
       4:46.898	  0.060	 -0.380
       4:46.906	  0.070	 -0.360
       4:46.914	  0.090	 -0.370
       4:46.922	  0.090	 -0.380
       4:46.930	  0.080	 -0.340
       4:46.938	  0.110	 -0.330
       4:46.945	  0.100	 -0.340
       4:46.953	  0.110	 -0.340
       4:46.961	  0.130	 -0.310
       4:46.969	  0.140	 -0.310
       4:46.977	  0.150	 -0.320
       4:46.984	  0.150	 -0.290
       4:46.992	  0.160	 -0.290
       4:47.000	  0.190	 -0.300
       4:47.008	  0.180	 -0.320
       4:47.016	  0.190	 -0.310
       4:47.023	  0.200	 -0.340
       4:47.031	  0.200	 -0.370
       4:47.039	  0.180	 -0.380
       4:47.047	  0.180	 -0.400
       4:47.055	  0.170	 -0.460
       4:47.063	  0.140	 -0.500
       4:47.070	  0.120	 -0.500
       4:47.078	  0.080	 -0.500
       4:47.086	  0.050	 -0.470
       4:47.094	  0.010	 -0.410
       4:47.102	  0.010	 -0.320
       4:47.109	  0.000	 -0.260
       4:47.117	  0.010	 -0.200
       4:47.125	  0.010	 -0.130
       4:47.133	  0.030	 -0.090
       4:47.141	  0.020	 -0.110
       4:47.148	  0.040	 -0.090
       4:47.156	  0.050	 -0.090
       4:47.164	  0.050	 -0.090
       4:47.172	  0.050	 -0.120
       4:47.180	  0.050	 -0.090
       4:47.188	  0.060	 -0.090
       4:47.195	  0.040	 -0.110
       4:47.203	  0.060	 -0.140
       4:47.211	  0.040	 -0.110
       4:47.219	  0.070	 -0.110
       4:47.227	  0.070	 -0.150
       4:47.234	  0.060	 -0.140
       4:47.242	  0.080	 -0.160
       4:47.250	  0.070	 -0.170
       4:47.258	  0.080	 -0.170
       4:47.266	  0.080	 -0.130
       4:47.273	  0.080	 -0.150
       4:47.281	  0.070	 -0.170
       4:47.289	  0.060	 -0.170
       4:47.297	  0.050	 -0.140
       4:47.305	  0.050	 -0.160
       4:47.313	  0.030	 -0.190
       4:47.320	  0.040	 -0.170
       4:47.328	  0.010	 -0.150
       4:47.336	  0.020	 -0.180
       4:47.344	  0.020	 -0.210
       4:47.352	  0.020	 -0.180
       4:47.359	  0.010	 -0.170
       4:47.367	  0.010	 -0.200
       4:47.375	  0.000	 -0.180
       4:47.383	 -0.010	 -0.170
       4:47.391	 -0.010	 -0.170
       4:47.398	 -0.030	 -0.190
       4:47.406	 -0.030	 -0.140
       4:47.414	 -0.030	 -0.150
       4:47.422	 -0.030	 -0.170
       4:47.430	 -0.030	 -0.180
       4:47.438	 -0.030	 -0.150
       4:47.445	 -0.010	 -0.120
       4:47.453	  0.030	 -0.110
       4:47.461	  0.020	 -0.080
       4:47.469	  0.070	 -0.020
       4:47.477	  0.070	  0.010
       4:47.484	  0.170	  0.210
       4:47.492	  0.090	  0.180
       4:47.500	  0.030	  0.180
       4:47.508	  0.000	  0.120
       4:47.516	 -0.120	  0.040
       4:47.523	 -0.130	  0.040
       4:47.531	 -0.100	 -0.020
       4:47.539	 -0.080	 -0.150
       4:47.547	 -0.110	 -0.230
       4:47.555	 -0.090	 -0.220
       4:47.563	 -0.110	 -0.210
       4:47.570	 -0.100	 -0.210
       4:47.578	 -0.100	 -0.260
       4:47.586	  0.090	 -0.030
       4:47.594	  0.420	  1.400
       4:47.602	  0.780	  4.620
       4:47.609	 -1.190	  5.110
       4:47.617	 -1.770	  4.650
       4:47.625	 -1.340	  0.450
       4:47.633	 -1.140	 -0.430
       4:47.641	 -0.480	 -0.430
       4:47.648	 -0.110	 -0.260
       4:47.656	 -0.050	 -0.400
       4:47.664	 -0.040	 -0.370
       4:47.672	 -0.010	 -0.390
       4:47.680	  0.000	 -0.410
       4:47.688	  0.020	 -0.390
       4:47.695	  0.030	 -0.360
       4:47.703	  0.050	 -0.370
       4:47.711	  0.040	 -0.400
       4:47.719	  0.050	 -0.350
       4:47.727	  0.050	 -0.360
       4:47.734	  0.070	 -0.340
       4:47.742	  0.080	 -0.330
       4:47.750	  0.080	 -0.300
       4:47.758	  0.090	 -0.330
       4:47.766	  0.090	 -0.310
       4:47.773	  0.120	 -0.280
       4:47.781	  0.120	 -0.270
       4:47.789	  0.130	 -0.290
       4:47.797	  0.140	 -0.290
       4:47.805	  0.130	 -0.300
       4:47.813	  0.130	 -0.280
       4:47.820	  0.130	 -0.320
       4:47.828	  0.110	 -0.330
       4:47.836	  0.110	 -0.330
       4:47.844	  0.100	 -0.390
       4:47.852	  0.080	 -0.440
       4:47.859	  0.070	 -0.430
       4:47.867	  0.050	 -0.430
       4:47.875	  0.040	 -0.370
       4:47.883	  0.030	 -0.320
       4:47.891	  0.030	 -0.250
       4:47.898	  0.040	 -0.200
       4:47.906	  0.020	 -0.150
       4:47.914	  0.020	 -0.110
       4:47.922	  0.040	 -0.090
       4:47.930	  0.030	 -0.120
       4:47.938	  0.030	 -0.110
       4:47.945	  0.030	 -0.110
       4:47.953	  0.030	 -0.120
       4:47.961	  0.020	 -0.150
       4:47.969	  0.040	 -0.150
       4:47.977	  0.030	 -0.150
       4:47.984	  0.030	 -0.160
       4:47.992	  0.030	 -0.190
       4:48.000	  0.030	 -0.180
       4:48.008	  0.040	 -0.160
       4:48.016	  0.040	 -0.230
       4:48.023	  0.030	 -0.230
       4:48.031	  0.030	 -0.180
       4:48.039	  0.040	 -0.190
       4:48.047	  0.040	 -0.220
       4:48.055	  0.040	 -0.230
       4:48.063	  0.030	 -0.190
       4:48.070	  0.010	 -0.230
       4:48.078	  0.020	 -0.230
       4:48.086	  0.010	 -0.210
       4:48.094	  0.030	 -0.210
       4:48.102	 -0.010	 -0.240
       4:48.109	  0.000	 -0.230
       4:48.117	 -0.010	 -0.200
       4:48.125	 -0.010	 -0.210
       4:48.133	  0.000	 -0.230
       4:48.141	 -0.010	 -0.190
       4:48.148	 -0.020	 -0.190
       4:48.156	 -0.020	 -0.210
       4:48.164	 -0.030	 -0.220
       4:48.172	 -0.040	 -0.190
       4:48.180	 -0.030	 -0.180
       4:48.188	 -0.020	 -0.220
       4:48.195	 -0.030	 -0.180
       4:48.203	 -0.040	 -0.180
       4:48.211	 -0.010	 -0.160
       4:48.219	  0.040	 -0.140
       4:48.227	 -0.010	 -0.080
       4:48.234	  0.070	 -0.080
       4:48.242	  0.070	 -0.030
       4:48.250	  0.170	  0.200
       4:48.258	  0.100	  0.180
       4:48.266	  0.040	  0.190
       4:48.273	 -0.010	  0.080
       4:48.281	 -0.110	  0.020
       4:48.289	 -0.110	  0.000
       4:48.297	 -0.110	 -0.070
       4:48.305	 -0.090	 -0.200
       4:48.313	 -0.100	 -0.210
       4:48.320	 -0.100	 -0.240
       4:48.328	 -0.100	 -0.230
       4:48.336	 -0.100	 -0.210
       4:48.344	 -0.100	 -0.300
       4:48.352	  0.120	  0.130
       4:48.359	  0.420	  1.720
       4:48.367	  0.700	  4.900
       4:48.375	 -1.000	  5.110
       4:48.383	 -1.560	  4.530
       4:48.391	 -1.250	  0.070
       4:48.398	 -0.950	 -0.460
       4:48.406	 -0.570	 -0.460
       4:48.414	 -0.120	 -0.270
       4:48.422	 -0.080	 -0.330
       4:48.430	 -0.020	 -0.340
       4:48.438	 -0.020	 -0.370
       4:48.445	  0.010	 -0.370
       4:48.453	  0.020	 -0.330
       4:48.461	  0.040	 -0.320
       4:48.469	  0.030	 -0.350
       4:48.477	  0.050	 -0.310
       4:48.484	  0.050	 -0.310
       4:48.492	  0.080	 -0.310
       4:48.500	  0.070	 -0.310
       4:48.508	  0.070	 -0.270
       4:48.516	  0.090	 -0.280
       4:48.523	  0.100	 -0.280
       4:48.531	  0.090	 -0.260
       4:48.539	  0.120	 -0.250
       4:48.547	  0.130	 -0.260
       4:48.555	  0.140	 -0.250
       4:48.563	  0.160	 -0.230
       4:48.570	  0.170	 -0.230
       4:48.578	  0.170	 -0.260
       4:48.586	  0.150	 -0.290
       4:48.594	  0.170	 -0.280
       4:48.602	  0.140	 -0.310
       4:48.609	  0.140	 -0.380
       4:48.617	  0.120	 -0.380
       4:48.625	  0.100	 -0.380
       4:48.633	  0.070	 -0.380
       4:48.641	  0.040	 -0.350
       4:48.648	  0.020	 -0.250
       4:48.656	  0.010	 -0.210
       4:48.664	  0.020	 -0.150
       4:48.672	  0.010	 -0.110
       4:48.680	  0.010	 -0.100
       4:48.688	  0.020	 -0.110
       4:48.695	  0.020	 -0.120
       4:48.703	  0.010	 -0.090
       4:48.711	  0.030	 -0.090
       4:48.719	  0.040	 -0.100
       4:48.727	  0.020	 -0.130
       4:48.734	  0.040	 -0.100
       4:48.742	  0.020	 -0.120
       4:48.750	  0.030	 -0.160
       4:48.758	  0.040	 -0.120
       4:48.766	  0.050	 -0.110
       4:48.773	  0.040	 -0.140
       4:48.781	  0.040	 -0.140
       4:48.789	  0.030	 -0.130
       4:48.797	  0.040	 -0.130
       4:48.805	  0.050	 -0.140
       4:48.813	  0.040	 -0.120
       4:48.820	  0.020	 -0.110
       4:48.828	  0.030	 -0.120
       4:48.836	  0.020	 -0.150
       4:48.844	  0.010	 -0.120
       4:48.852	  0.030	 -0.120
       4:48.859	  0.030	 -0.130
       4:48.867	  0.020	 -0.110
       4:48.875	  0.020	 -0.110
       4:48.883	  0.010	 -0.120
       4:48.891	 -0.010	 -0.140
       4:48.898	  0.000	 -0.110
       4:48.906	  0.000	 -0.110
       4:48.914	  0.010	 -0.130
       4:48.922	  0.000	 -0.130
       4:48.930	  0.000	 -0.120
       4:48.938	 -0.010	 -0.140
       4:48.945	 -0.010	 -0.150
       4:48.953	 -0.010	 -0.120
       4:48.961	  0.000	 -0.110
       4:48.969	  0.000	 -0.130
       4:48.977	 -0.010	 -0.110
       4:48.984	  0.040	 -0.060
       4:48.992	  0.070	 -0.050
       4:49.000	  0.050	 -0.030
       4:49.008	  0.090	  0.030
       4:49.016	  0.150	  0.200
       4:49.023	  0.160	  0.230
       4:49.031	  0.070	  0.190
       4:49.039	  0.020	  0.230
       4:49.047	 -0.060	  0.110
       4:49.055	 -0.130	  0.080
       4:49.063	 -0.090	  0.080
       4:49.070	 -0.090	 -0.030
       4:49.078	 -0.080	 -0.160
       4:49.086	 -0.090	 -0.180
       4:49.094	 -0.100	 -0.150
       4:49.102	 -0.090	 -0.120
       4:49.109	 -0.080	 -0.170
       4:49.117	  0.010	 -0.240
       4:49.125	  0.380	  0.930
       4:49.133	  0.650	  3.830
       4:49.141	 -0.660	  5.110
       4:49.148	 -1.940	  5.110
       4:49.156	 -1.830	  1.730
       4:49.164	 -1.270	 -0.580
       4:49.172	 -0.560	 -0.400
       4:49.180	 -0.170	 -0.170
       4:49.188	 -0.020	 -0.260
       4:49.195	 -0.020	 -0.320
       4:49.203	  0.010	 -0.320
       4:49.211	  0.030	 -0.290
       4:49.219	  0.050	 -0.310
       4:49.227	  0.060	 -0.310
       4:49.234	  0.060	 -0.280
       4:49.242	  0.080	 -0.280
       4:49.250	  0.080	 -0.290
       4:49.258	  0.090	 -0.280
       4:49.266	  0.100	 -0.260
       4:49.273	  0.120	 -0.250
       4:49.281	  0.140	 -0.270
       4:49.289	  0.130	 -0.230
       4:49.297	  0.160	 -0.240
       4:49.305	  0.180	 -0.230
       4:49.313	  0.200	 -0.260
       4:49.320	  0.210	 -0.210
       4:49.328	  0.240	 -0.230
       4:49.336	  0.250	 -0.260
       4:49.344	  0.250	 -0.250
       4:49.352	  0.250	 -0.280
       4:49.359	  0.250	 -0.310
       4:49.367	  0.230	 -0.350
       4:49.375	  0.220	 -0.350
       4:49.383	  0.190	 -0.390
       4:49.391	  0.160	 -0.430
       4:49.398	  0.120	 -0.410
       4:49.406	  0.070	 -0.350
       4:49.414	  0.060	 -0.290
       4:49.422	  0.050	 -0.220
       4:49.430	  0.020	 -0.110
       4:49.438	  0.020	 -0.050
       4:49.445	  0.020	 -0.040
       4:49.453	  0.020	 -0.030
       4:49.461	  0.030	  0.010
       4:49.469	  0.040	  0.000
       4:49.477	  0.030	 -0.020
       4:49.484	  0.050	  0.000
       4:49.492	  0.050	  0.010
       4:49.500	  0.030	 -0.010
       4:49.508	  0.030	 -0.030
       4:49.516	  0.040	  0.010
       4:49.523	  0.040	 -0.010
       4:49.531	  0.050	 -0.020
       4:49.539	  0.040	 -0.040
       4:49.547	  0.040	 -0.020
       4:49.555	  0.060	 -0.030
       4:49.563	  0.060	 -0.050
       4:49.570	  0.060	 -0.040
       4:49.578	  0.080	 -0.030
       4:49.586	  0.080	 -0.070
       4:49.594	  0.080	 -0.090
       4:49.602	  0.070	 -0.060
       4:49.609	  0.080	 -0.080
       4:49.617	  0.060	 -0.080
       4:49.625	  0.060	 -0.080
       4:49.633	  0.070	 -0.050
       4:49.641	  0.050	 -0.090
       4:49.648	  0.040	 -0.100
       4:49.656	  0.030	 -0.080
       4:49.664	  0.040	 -0.080
       4:49.672	  0.040	 -0.100
       4:49.680	  0.020	 -0.110
       4:49.688	  0.010	 -0.090
       4:49.695	  0.020	 -0.090
       4:49.703	  0.020	 -0.120
       4:49.711	  0.000	 -0.090
       4:49.719	  0.010	 -0.090
       4:49.727	  0.000	 -0.110
       4:49.734	  0.000	 -0.110
       4:49.742	 -0.010	 -0.100
       4:49.750	  0.000	 -0.090
       4:49.758	 -0.010	 -0.090
       4:49.766	  0.040	 -0.040
       4:49.773	  0.040	 -0.030
       4:49.781	  0.050	  0.020
       4:49.789	  0.090	  0.040
       4:49.797	  0.120	  0.230
       4:49.805	  0.170	  0.290
       4:49.813	  0.070	  0.240
       4:49.820	  0.020	  0.250
       4:49.828	 -0.050	  0.150
       4:49.836	 -0.100	  0.130
       4:49.844	 -0.090	  0.100
       4:49.852	 -0.080	  0.020
       4:49.859	 -0.070	 -0.100
       4:49.867	 -0.060	 -0.130
       4:49.875	 -0.080	 -0.140
       4:49.883	 -0.070	 -0.100
       4:49.891	 -0.080	 -0.130
       4:49.898	 -0.050	 -0.290
       4:49.906	  0.340	  0.770
       4:49.914	  0.560	  3.490
       4:49.922	 -0.320	  5.110
       4:49.930	 -1.860	  5.110
       4:49.938	 -1.890	  2.490
       4:49.945	 -1.190	 -0.590
       4:49.953	 -0.630	 -0.350
       4:49.961	 -0.260	 -0.190
       4:49.969	 -0.020	 -0.210
       4:49.977	 -0.020	 -0.280
       4:49.984	  0.010	 -0.290
       4:49.992	  0.020	 -0.300
       4:50.000	  0.050	 -0.270
       4:50.008	  0.070	 -0.310
       4:50.016	  0.070	 -0.300
       4:50.023	  0.080	 -0.290
       4:50.031	  0.100	 -0.260
       4:50.039	  0.100	 -0.280
       4:50.047	  0.120	 -0.260
       4:50.055	  0.140	 -0.250
       4:50.063	  0.140	 -0.240
       4:50.070	  0.160	 -0.270
       4:50.078	  0.170	 -0.220
       4:50.086	  0.200	 -0.230
       4:50.094	  0.200	 -0.250
       4:50.102	  0.220	 -0.250
       4:50.109	  0.220	 -0.230
       4:50.117	  0.240	 -0.250
       4:50.125	  0.260	 -0.280
       4:50.133	  0.250	 -0.290
       4:50.141	  0.250	 -0.300
       4:50.148	  0.220	 -0.340
       4:50.156	  0.200	 -0.400
       4:50.164	  0.170	 -0.400
       4:50.172	  0.160	 -0.410
       4:50.180	  0.120	 -0.420
       4:50.188	  0.090	 -0.390
       4:50.195	  0.050	 -0.300
       4:50.203	  0.050	 -0.210
       4:50.211	  0.030	 -0.150
       4:50.219	  0.020	 -0.070
       4:50.227	  0.030	 -0.020
       4:50.234	  0.020	 -0.020
       4:50.242	  0.030	 -0.020
       4:50.250	  0.030	  0.000
       4:50.258	  0.030	 -0.010
       4:50.266	  0.040	 -0.030
       4:50.273	  0.030	 -0.030
       4:50.281	  0.000	 -0.030
       4:50.289	  0.010	 -0.020
       4:50.297	  0.010	 -0.050
       4:50.305	  0.000	 -0.040
       4:50.313	  0.010	 -0.050
       4:50.320	  0.010	 -0.060
       4:50.328	  0.000	 -0.070
       4:50.336	  0.010	 -0.050
       4:50.344	  0.000	 -0.060
       4:50.352	 -0.010	 -0.100
       4:50.359	  0.010	 -0.080
       4:50.367	 -0.010	 -0.080
       4:50.375	  0.000	 -0.090
       4:50.383	 -0.020	 -0.100
       4:50.391	 -0.020	 -0.070
       4:50.398	 -0.030	 -0.080
       4:50.406	 -0.030	 -0.090
       4:50.414	 -0.060	 -0.090
       4:50.422	 -0.060	 -0.070
       4:50.430	 -0.070	 -0.090
       4:50.438	 -0.090	 -0.100
       4:50.445	 -0.110	 -0.090
       4:50.453	 -0.090	 -0.070
       4:50.461	 -0.110	 -0.120
       4:50.469	 -0.110	 -0.120
       4:50.477	 -0.120	 -0.090
       4:50.484	 -0.120	 -0.110
       4:50.492	 -0.140	 -0.130
       4:50.500	 -0.120	 -0.110
       4:50.508	 -0.130	 -0.110
       4:50.516	 -0.130	 -0.120
       4:50.523	 -0.120	 -0.150
       4:50.531	 -0.140	 -0.120
       4:50.539	 -0.130	 -0.110
       4:50.547	 -0.120	 -0.130
       4:50.555	 -0.080	 -0.080
       4:50.563	 -0.040	 -0.050
       4:50.570	 -0.060	 -0.020
       4:50.578	  0.020	 -0.010
       4:50.586	  0.010	  0.130
       4:50.594	  0.110	  0.280
       4:50.602	  0.010	  0.210
       4:50.609	 -0.020	  0.210
       4:50.617	 -0.070	  0.160
       4:50.625	 -0.170	  0.080
       4:50.633	 -0.160	  0.060
       4:50.641	 -0.150	  0.010
       4:50.648	 -0.130	 -0.130
       4:50.656	 -0.110	 -0.170
       4:50.664	 -0.120	 -0.180
       4:50.672	 -0.110	 -0.140
       4:50.680	 -0.110	 -0.150
       4:50.688	 -0.110	 -0.350
       4:50.695	  0.250	  0.510
       4:50.703	  0.440	  2.830
       4:50.711	  0.260	  5.110
       4:50.719	 -1.770	  5.110
       4:50.727	 -1.940	  3.330
       4:50.734	 -1.140	 -0.520
       4:50.742	 -0.830	 -0.380
       4:50.750	 -0.360	 -0.280
       4:50.758	 -0.030	 -0.250
       4:50.766	 -0.020	 -0.320
       4:50.773	  0.010	 -0.340
       4:50.781	  0.010	 -0.350
       4:50.789	  0.050	 -0.340
       4:50.797	  0.040	 -0.340
       4:50.805	  0.070	 -0.350
       4:50.813	  0.070	 -0.310
       4:50.820	  0.080	 -0.310
       4:50.828	  0.100	 -0.310
       4:50.836	  0.090	 -0.300
       4:50.844	  0.100	 -0.280
       4:50.852	  0.120	 -0.260
       4:50.859	  0.130	 -0.290
       4:50.867	  0.100	 -0.260
       4:50.875	  0.150	 -0.260
       4:50.883	  0.160	 -0.270
       4:50.891	  0.170	 -0.300
       4:50.898	  0.150	 -0.270
       4:50.906	  0.170	 -0.290
       4:50.914	  0.160	 -0.320
       4:50.922	  0.160	 -0.320
       4:50.930	  0.170	 -0.350
       4:50.938	  0.130	 -0.380
       4:50.945	  0.090	 -0.460
       4:50.953	  0.090	 -0.460
       4:50.961	  0.060	 -0.460
       4:50.969	  0.050	 -0.480
       4:50.977	  0.020	 -0.450
       4:50.984	 -0.020	 -0.370
       4:50.992	 -0.030	 -0.300
       4:51.000	 -0.010	 -0.230
       4:51.008	 -0.010	 -0.130
       4:51.016	 -0.010	 -0.090
       4:51.023	  0.010	 -0.100
       4:51.031	  0.010	 -0.100
       4:51.039	  0.000	 -0.060
       4:51.047	  0.040	 -0.080
       4:51.055	  0.010	 -0.090
       4:51.063	  0.020	 -0.090
       4:51.070	  0.010	 -0.080
       4:51.078	  0.030	 -0.100
       4:51.086	  0.030	 -0.140
       4:51.094	  0.030	 -0.120
       4:51.102	  0.040	 -0.100
       4:51.109	  0.040	 -0.150
       4:51.117	  0.050	 -0.160
       4:51.125	  0.040	 -0.150
       4:51.133	  0.040	 -0.170
       4:51.141	  0.050	 -0.190
       4:51.148	  0.030	 -0.160
       4:51.156	  0.040	 -0.170
       4:51.164	  0.040	 -0.180
       4:51.172	  0.030	 -0.180
       4:51.180	  0.020	 -0.160
       4:51.188	  0.020	 -0.180
       4:51.195	  0.000	 -0.200
       4:51.203	 -0.010	 -0.170
       4:51.211	 -0.010	 -0.180
       4:51.219	 -0.020	 -0.190
       4:51.227	 -0.010	 -0.200
       4:51.234	 -0.030	 -0.180
       4:51.242	 -0.030	 -0.200
       4:51.250	 -0.040	 -0.210
       4:51.258	 -0.050	 -0.220
       4:51.266	 -0.050	 -0.190
       4:51.273	 -0.040	 -0.210
       4:51.281	 -0.060	 -0.250
       4:51.289	 -0.080	 -0.190
       4:51.297	 -0.040	 -0.200
       4:51.305	 -0.060	 -0.200
       4:51.313	 -0.050	 -0.200
       4:51.320	 -0.040	 -0.140
       4:51.328	  0.030	 -0.130
       4:51.336	 -0.020	 -0.120
       4:51.344	  0.050	 -0.050
       4:51.352	  0.040	  0.040
       4:51.359	  0.130	  0.210
       4:51.367	  0.050	  0.180
       4:51.375	  0.000	  0.210
       4:51.383	 -0.050	  0.120
       4:51.391	 -0.120	  0.020
       4:51.398	 -0.140	  0.020
       4:51.406	 -0.130	 -0.030
       4:51.414	 -0.130	 -0.190
       4:51.422	 -0.110	 -0.220
       4:51.430	 -0.140	 -0.210
       4:51.438	 -0.120	 -0.200
       4:51.445	 -0.120	 -0.220
       4:51.453	 -0.160	 -0.350
       4:51.461	  0.140	  0.360
       4:51.469	  0.450	  2.200
       4:51.477	  0.690	  5.110
       4:51.484	 -1.360	  5.110
       4:51.492	 -1.630	  3.870
       4:51.500	 -1.170	 -0.430
       4:51.508	 -0.870	 -0.440
       4:51.516	 -0.530	 -0.390
       4:51.523	 -0.120	 -0.250
       4:51.531	 -0.110	 -0.380
       4:51.539	 -0.070	 -0.350
       4:51.547	 -0.060	 -0.360
       4:51.555	 -0.030	 -0.410
       4:51.563	 -0.020	 -0.420
       4:51.570	  0.000	 -0.370
       4:51.578	  0.000	 -0.350
       4:51.586	  0.010	 -0.370
       4:51.594	  0.030	 -0.340
       4:51.602	  0.040	 -0.310
       4:51.609	  0.050	 -0.330
       4:51.617	  0.050	 -0.350
       4:51.625	  0.070	 -0.310
       4:51.633	  0.070	 -0.300
       4:51.641	  0.090	 -0.300
       4:51.648	  0.090	 -0.270
       4:51.656	  0.120	 -0.260
       4:51.664	  0.120	 -0.310
       4:51.672	  0.130	 -0.310
       4:51.680	  0.100	 -0.280
       4:51.688	  0.160	 -0.280
       4:51.695	  0.140	 -0.320
       4:51.703	  0.130	 -0.340
       4:51.711	  0.100	 -0.340
       4:51.719	  0.100	 -0.380
       4:51.727	  0.100	 -0.410
       4:51.734	  0.080	 -0.380
       4:51.742	  0.070	 -0.350
       4:51.750	  0.040	 -0.330
       4:51.758	  0.040	 -0.270
       4:51.766	  0.020	 -0.190
       4:51.773	  0.030	 -0.150
       4:51.781	  0.010	 -0.160
       4:51.789	  0.020	 -0.130
       4:51.797	  0.040	 -0.140
       4:51.805	  0.040	 -0.150
       4:51.813	  0.040	 -0.200
       4:51.820	  0.040	 -0.160
       4:51.828	  0.050	 -0.180
       4:51.836	  0.040	 -0.200
       4:51.844	  0.040	 -0.200
       4:51.852	  0.050	 -0.190
       4:51.859	  0.050	 -0.220
       4:51.867	  0.040	 -0.230
       4:51.875	  0.040	 -0.200
       4:51.883	  0.050	 -0.210
       4:51.891	  0.060	 -0.230
       4:51.898	  0.040	 -0.220
       4:51.906	  0.050	 -0.210
       4:51.914	  0.040	 -0.220
       4:51.922	  0.040	 -0.220
       4:51.930	  0.010	 -0.180
       4:51.938	  0.030	 -0.170
       4:51.945	  0.030	 -0.190
       4:51.953	  0.020	 -0.190
       4:51.961	  0.000	 -0.170
       4:51.969	  0.000	 -0.190
       4:51.977	  0.010	 -0.210
       4:51.984	 -0.020	 -0.200
       4:51.992	  0.010	 -0.200
       4:52.000	 -0.010	 -0.210
       4:52.008	  0.000	 -0.240
       4:52.016	 -0.020	 -0.200
       4:52.023	  0.000	 -0.230
       4:52.031	 -0.010	 -0.240
       4:52.039	 -0.010	 -0.230
       4:52.047	 -0.030	 -0.210
       4:52.055	  0.000	 -0.220
       4:52.063	 -0.020	 -0.240
       4:52.070	 -0.020	 -0.220
       4:52.078	  0.000	 -0.180
       4:52.086	  0.040	 -0.150
       4:52.094	  0.040	 -0.160
       4:52.102	  0.070	 -0.080
       4:52.109	  0.100	 -0.020
       4:52.117	  0.160	  0.160
       4:52.125	  0.140	  0.130
       4:52.133	  0.060	  0.190
       4:52.141	  0.030	  0.090
       4:52.148	 -0.070	 -0.010
       4:52.156	 -0.110	  0.030
       4:52.164	 -0.100	 -0.040
       4:52.172	 -0.080	 -0.190
       4:52.180	 -0.080	 -0.260
       4:52.188	 -0.100	 -0.250
       4:52.195	 -0.090	 -0.240
       4:52.203	 -0.080	 -0.230
       4:52.211	 -0.090	 -0.300
       4:52.219	  0.080	 -0.100
       4:52.227	  0.410	  1.280
       4:52.234	  0.720	  4.570
       4:52.242	 -1.090	  5.110
       4:52.250	 -1.810	  4.650
       4:52.258	 -1.430	  0.330
       4:52.266	 -1.190	 -0.450
       4:52.273	 -0.510	 -0.410
       4:52.281	 -0.110	 -0.250
       4:52.289	 -0.020	 -0.360
       4:52.297	 -0.010	 -0.340
       4:52.305	  0.030	 -0.350
       4:52.313	  0.060	 -0.350
       4:52.320	  0.060	 -0.360
       4:52.328	  0.080	 -0.330
       4:52.336	  0.090	 -0.330
       4:52.344	  0.090	 -0.330
       4:52.352	  0.100	 -0.310
       4:52.359	  0.120	 -0.290
       4:52.367	  0.140	 -0.300
       4:52.375	  0.150	 -0.310
       4:52.383	  0.140	 -0.280
       4:52.391	  0.160	 -0.270
       4:52.398	  0.190	 -0.290
       4:52.406	  0.190	 -0.260
       4:52.414	  0.210	 -0.260
       4:52.422	  0.240	 -0.290
       4:52.430	  0.260	 -0.300
       4:52.438	  0.240	 -0.290
       4:52.445	  0.270	 -0.320
       4:52.453	  0.260	 -0.340
       4:52.461	  0.250	 -0.370
       4:52.469	  0.240	 -0.400
       4:52.477	  0.230	 -0.440
       4:52.484	  0.190	 -0.480
       4:52.492	  0.160	 -0.460
       4:52.500	  0.120	 -0.420
       4:52.508	  0.090	 -0.390
       4:52.516	  0.050	 -0.340
       4:52.523	  0.040	 -0.220
       4:52.531	  0.040	 -0.150
