   Elapsed time	   ECG1	   ECG2
       6:49.008	 -0.010	 -0.200
       6:49.016	  0.050	 -0.170
       6:49.023	  0.050	 -0.180
       6:49.031	  0.060	 -0.130
       6:49.039	  0.100	 -0.070
       6:49.047	  0.140	  0.100
       6:49.055	  0.160	  0.090
       6:49.063	  0.060	  0.110
       6:49.070	  0.030	  0.100
       6:49.078	 -0.060	 -0.030
       6:49.086	 -0.100	 -0.060
       6:49.094	 -0.090	 -0.060
       6:49.102	 -0.070	 -0.180
       6:49.109	 -0.090	 -0.300
       6:49.117	 -0.090	 -0.290
       6:49.125	 -0.090	 -0.270
       6:49.133	 -0.070	 -0.260
       6:49.141	 -0.080	 -0.320
       6:49.148	  0.000	 -0.340
       6:49.156	  0.360	  0.700
       6:49.164	  0.630	  3.600
       6:49.172	 -0.510	  5.110
       6:49.180	 -1.820	  5.110
       6:49.188	 -1.710	  1.740
       6:49.195	 -1.250	 -0.650
       6:49.203	 -0.590	 -0.510
       6:49.211	 -0.220	 -0.280
       6:49.219	 -0.010	 -0.380
       6:49.227	  0.000	 -0.410
       6:49.234	  0.030	 -0.390
       6:49.242	  0.060	 -0.400
       6:49.250	  0.090	 -0.410
       6:49.258	  0.100	 -0.400
       6:49.266	  0.120	 -0.380
       6:49.273	  0.130	 -0.390
       6:49.281	  0.140	 -0.390
       6:49.289	  0.140	 -0.350
       6:49.297	  0.160	 -0.350
       6:49.305	  0.180	 -0.350
       6:49.313	  0.180	 -0.360
       6:49.320	  0.200	 -0.320
       6:49.328	  0.220	 -0.330
       6:49.336	  0.240	 -0.340
       6:49.344	  0.240	 -0.330
       6:49.352	  0.290	 -0.310
       6:49.359	  0.290	 -0.340
       6:49.367	  0.310	 -0.350
       6:49.375	  0.330	 -0.350
       6:49.383	  0.320	 -0.350
       6:49.391	  0.320	 -0.400
       6:49.398	  0.310	 -0.420
       6:49.406	  0.280	 -0.430
       6:49.414	  0.260	 -0.460
       6:49.422	  0.220	 -0.470
       6:49.430	  0.150	 -0.430
       6:49.438	  0.120	 -0.380
       6:49.445	  0.080	 -0.340
       6:49.453	  0.070	 -0.280
       6:49.461	  0.050	 -0.190
       6:49.469	  0.060	 -0.150
       6:49.477	  0.050	 -0.150
       6:49.484	  0.050	 -0.150
       6:49.492	  0.060	 -0.120
       6:49.500	  0.070	 -0.140
       6:49.508	  0.070	 -0.160
       6:49.516	  0.060	 -0.140
       6:49.523	  0.070	 -0.140
       6:49.531	  0.060	 -0.170
       6:49.539	  0.070	 -0.170
       6:49.547	  0.070	 -0.140
       6:49.555	  0.090	 -0.160
       6:49.563	  0.090	 -0.180
       6:49.570	  0.070	 -0.190
       6:49.578	  0.090	 -0.190
       6:49.586	  0.100	 -0.190
       6:49.594	  0.100	 -0.220
       6:49.602	  0.080	 -0.180
       6:49.609	  0.100	 -0.190
       6:49.617	  0.090	 -0.210
       6:49.625	  0.090	 -0.220
       6:49.633	  0.060	 -0.190
       6:49.641	  0.080	 -0.200
       6:49.648	  0.050	 -0.200
       6:49.656	  0.050	 -0.190
       6:49.664	  0.050	 -0.190
       6:49.672	  0.040	 -0.210
       6:49.680	  0.040	 -0.230
       6:49.688	  0.030	 -0.210
       6:49.695	  0.030	 -0.200
       6:49.703	  0.040	 -0.220
       6:49.711	  0.020	 -0.240
       6:49.719	  0.020	 -0.220
       6:49.727	  0.020	 -0.220
       6:49.734	  0.010	 -0.240
       6:49.742	  0.000	 -0.230
       6:49.750	  0.000	 -0.210
       6:49.758	  0.000	 -0.240
       6:49.766	 -0.010	 -0.250
       6:49.773	 -0.010	 -0.220
       6:49.781	 -0.020	 -0.220
       6:49.789	 -0.010	 -0.230
       6:49.797	 -0.020	 -0.240
       6:49.805	  0.000	 -0.180
       6:49.813	  0.050	 -0.150
       6:49.820	  0.020	 -0.150
       6:49.828	  0.080	 -0.090
       6:49.836	  0.070	 -0.030
       6:49.844	  0.170	  0.160
       6:49.852	  0.090	  0.070
       6:49.859	  0.030	  0.130
       6:49.867	  0.010	  0.060
       6:49.875	 -0.110	 -0.030
       6:49.883	 -0.140	 -0.030
       6:49.891	 -0.110	 -0.040
       6:49.898	 -0.110	 -0.190
       6:49.906	 -0.100	 -0.270
       6:49.914	 -0.120	 -0.250
       6:49.922	 -0.100	 -0.240
       6:49.930	 -0.100	 -0.250
       6:49.938	 -0.090	 -0.390
       6:49.945	  0.120	 -0.120
       6:49.953	  0.430	  1.270
       6:49.961	  0.770	  4.500
       6:49.969	 -1.370	  5.110
       6:49.977	 -1.910	  4.480
       6:49.984	 -1.480	  0.320
       6:49.992	 -1.210	 -0.510
       6:50.000	 -0.470	 -0.420
       6:50.008	 -0.080	 -0.290
       6:50.016	 -0.020	 -0.390
       6:50.023	  0.000	 -0.410
       6:50.031	  0.020	 -0.400
       6:50.039	  0.060	 -0.400
       6:50.047	  0.070	 -0.420
       6:50.055	  0.050	 -0.390
       6:50.063	  0.090	 -0.370
       6:50.070	  0.110	 -0.380
       6:50.078	  0.110	 -0.380
       6:50.086	  0.120	 -0.360
       6:50.094	  0.140	 -0.350
       6:50.102	  0.140	 -0.370
       6:50.109	  0.170	 -0.360
       6:50.117	  0.170	 -0.340
       6:50.125	  0.200	 -0.340
       6:50.133	  0.220	 -0.350
       6:50.141	  0.230	 -0.340
       6:50.148	  0.250	 -0.340
       6:50.156	  0.280	 -0.340
       6:50.164	  0.280	 -0.370
       6:50.172	  0.280	 -0.340
       6:50.180	  0.290	 -0.370
       6:50.188	  0.270	 -0.400
       6:50.195	  0.250	 -0.440
       6:50.203	  0.220	 -0.450
       6:50.211	  0.200	 -0.460
       6:50.219	  0.160	 -0.480
       6:50.227	  0.100	 -0.420
       6:50.234	  0.080	 -0.370
       6:50.242	  0.040	 -0.320
       6:50.250	  0.020	 -0.260
       6:50.258	  0.010	 -0.160
       6:50.266	  0.010	 -0.130
       6:50.273	  0.010	 -0.120
       6:50.281	  0.030	 -0.100
       6:50.289	  0.020	 -0.080
       6:50.297	  0.040	 -0.100
       6:50.305	  0.020	 -0.120
       6:50.313	  0.030	 -0.090
       6:50.320	  0.020	 -0.090
       6:50.328	  0.020	 -0.120
       6:50.336	  0.020	 -0.130
       6:50.344	  0.030	 -0.110
       6:50.352	  0.020	 -0.110
       6:50.359	  0.050	 -0.130
       6:50.367	  0.030	 -0.110
       6:50.375	  0.040	 -0.110
       6:50.383	  0.040	 -0.130
       6:50.391	  0.060	 -0.170
       6:50.398	  0.040	 -0.140
       6:50.406	  0.050	 -0.150
       6:50.414	  0.060	 -0.170
       6:50.422	  0.040	 -0.170
       6:50.430	  0.050	 -0.150
       6:50.438	  0.050	 -0.170
       6:50.445	  0.040	 -0.180
       6:50.453	  0.040	 -0.160
       6:50.461	  0.030	 -0.160
       6:50.469	  0.020	 -0.190
       6:50.477	  0.010	 -0.180
       6:50.484	  0.000	 -0.160
       6:50.492	  0.000	 -0.160
       6:50.500	  0.000	 -0.180
       6:50.508	 -0.010	 -0.170
       6:50.516	 -0.010	 -0.160
       6:50.523	 -0.020	 -0.170
       6:50.531	 -0.010	 -0.200
       6:50.539	 -0.020	 -0.170
       6:50.547	 -0.030	 -0.170
       6:50.555	 -0.030	 -0.190
       6:50.563	 -0.030	 -0.210
       6:50.570	 -0.030	 -0.180
       6:50.578	 -0.030	 -0.190
       6:50.586	 -0.030	 -0.210
       6:50.594	 -0.040	 -0.210
       6:50.602	 -0.020	 -0.190
       6:50.609	  0.040	 -0.150
       6:50.617	  0.030	 -0.150
       6:50.625	  0.050	 -0.070
       6:50.633	  0.080	 -0.020
       6:50.641	  0.140	  0.170
       6:50.648	  0.130	  0.140
       6:50.656	  0.050	  0.160
       6:50.664	  0.000	  0.150
       6:50.672	 -0.100	  0.000
       6:50.680	 -0.130	  0.040
       6:50.688	 -0.110	  0.030
       6:50.695	 -0.100	 -0.120
       6:50.703	 -0.110	 -0.230
       6:50.711	 -0.100	 -0.180
       6:50.719	 -0.100	 -0.190
       6:50.727	 -0.100	 -0.190
       6:50.734	 -0.110	 -0.240
       6:50.742	  0.030	 -0.210
       6:50.750	  0.390	  0.990
       6:50.758	  0.720	  4.060
       6:50.766	 -0.990	  5.110
       6:50.773	 -1.860	  4.790
       6:50.781	 -1.550	  0.940
       6:50.789	 -1.220	 -0.520
       6:50.797	 -0.470	 -0.420
       6:50.805	 -0.120	 -0.240
       6:50.813	 -0.010	 -0.350
       6:50.820	 -0.020	 -0.350
       6:50.828	  0.010	 -0.350
       6:50.836	  0.050	 -0.380
       6:50.844	  0.060	 -0.380
       6:50.852	  0.070	 -0.340
       6:50.859	  0.080	 -0.340
       6:50.867	  0.090	 -0.350
       6:50.875	  0.090	 -0.350
       6:50.883	  0.110	 -0.310
       6:50.891	  0.110	 -0.330
       6:50.898	  0.120	 -0.330
       6:50.906	  0.130	 -0.300
       6:50.914	  0.160	 -0.300
       6:50.922	  0.160	 -0.320
       6:50.930	  0.170	 -0.320
       6:50.938	  0.200	 -0.290
       6:50.945	  0.210	 -0.300
       6:50.953	  0.230	 -0.320
       6:50.961	  0.220	 -0.310
       6:50.969	  0.230	 -0.320
       6:50.977	  0.220	 -0.360
       6:50.984	  0.210	 -0.400
       6:50.992	  0.180	 -0.400
       6:51.000	  0.180	 -0.430
       6:51.008	  0.140	 -0.480
       6:51.016	  0.090	 -0.470
       6:51.023	  0.060	 -0.440
       6:51.031	  0.040	 -0.390
       6:51.039	  0.000	 -0.330
       6:51.047	 -0.010	 -0.220
       6:51.055	  0.000	 -0.170
       6:51.063	  0.000	 -0.130
       6:51.070	  0.000	 -0.120
       6:51.078	  0.000	 -0.100
       6:51.086	  0.010	 -0.090
       6:51.094	  0.000	 -0.110
       6:51.102	  0.000	 -0.110
       6:51.109	  0.000	 -0.110
       6:51.117	  0.020	 -0.120
       6:51.125	  0.010	 -0.150
       6:51.133	  0.000	 -0.100
       6:51.141	  0.020	 -0.120
       6:51.148	  0.010	 -0.140
       6:51.156	  0.020	 -0.160
       6:51.164	  0.010	 -0.140
       6:51.172	  0.010	 -0.180
       6:51.180	  0.010	 -0.200
       6:51.188	  0.030	 -0.180
       6:51.195	  0.030	 -0.180
       6:51.203	  0.030	 -0.210
       6:51.211	  0.030	 -0.220
       6:51.219	  0.030	 -0.210
       6:51.227	  0.020	 -0.200
       6:51.234	  0.010	 -0.220
       6:51.242	 -0.010	 -0.210
       6:51.250	  0.000	 -0.190
       6:51.258	 -0.010	 -0.190
       6:51.266	  0.000	 -0.220
       6:51.273	 -0.020	 -0.180
       6:51.281	 -0.030	 -0.180
       6:51.289	 -0.030	 -0.220
       6:51.297	 -0.040	 -0.200
       6:51.305	 -0.040	 -0.180
       6:51.313	 -0.040	 -0.190
       6:51.320	 -0.060	 -0.220
       6:51.328	 -0.060	 -0.210
       6:51.336	 -0.040	 -0.200
       6:51.344	 -0.060	 -0.200
       6:51.352	 -0.050	 -0.220
       6:51.359	 -0.060	 -0.190
       6:51.367	 -0.080	 -0.190
       6:51.375	 -0.080	 -0.210
       6:51.383	 -0.080	 -0.200
       6:51.391	 -0.070	 -0.180
       6:51.398	 -0.060	 -0.150
       6:51.406	 -0.010	 -0.120
       6:51.414	 -0.030	 -0.100
       6:51.422	  0.010	 -0.050
       6:51.430	  0.020	 -0.020
       6:51.438	  0.090	  0.190
       6:51.445	  0.050	  0.170
       6:51.453	  0.000	  0.190
       6:51.461	 -0.050	  0.140
       6:51.469	 -0.160	  0.020
       6:51.477	 -0.170	  0.050
       6:51.484	 -0.150	  0.010
       6:51.492	 -0.150	 -0.150
       6:51.500	 -0.120	 -0.180
       6:51.508	 -0.130	 -0.200
       6:51.516	 -0.140	 -0.220
       6:51.523	 -0.140	 -0.190
       6:51.531	 -0.130	 -0.290
       6:51.539	  0.050	 -0.080
       6:51.547	  0.350	  1.220
       6:51.555	  0.740	  4.400
       6:51.563	 -1.120	  5.110
       6:51.570	 -1.770	  4.720
       6:51.578	 -1.430	  0.740
       6:51.586	 -1.190	 -0.460
       6:51.594	 -0.550	 -0.410
       6:51.602	 -0.170	 -0.240
       6:51.609	 -0.080	 -0.340
       6:51.617	 -0.060	 -0.330
       6:51.625	 -0.040	 -0.350
       6:51.633	 -0.020	 -0.380
       6:51.641	 -0.010	 -0.350
       6:51.648	  0.010	 -0.350
       6:51.656	  0.010	 -0.340
       6:51.664	  0.010	 -0.350
       6:51.672	  0.030	 -0.300
       6:51.680	  0.020	 -0.320
       6:51.688	  0.050	 -0.310
       6:51.695	  0.040	 -0.300
       6:51.703	  0.060	 -0.290
       6:51.711	  0.080	 -0.290
       6:51.719	  0.090	 -0.300
       6:51.727	  0.100	 -0.250
       6:51.734	  0.120	 -0.250
       6:51.742	  0.110	 -0.270
       6:51.750	  0.120	 -0.280
       6:51.758	  0.120	 -0.270
       6:51.766	  0.140	 -0.280
       6:51.773	  0.130	 -0.290
       6:51.781	  0.120	 -0.300
       6:51.789	  0.100	 -0.320
       6:51.797	  0.070	 -0.380
       6:51.805	  0.060	 -0.400
       6:51.813	  0.030	 -0.360
       6:51.820	  0.020	 -0.360
       6:51.828	  0.010	 -0.320
       6:51.836	 -0.030	 -0.280
       6:51.844	 -0.030	 -0.180
       6:51.852	 -0.040	 -0.130
       6:51.859	 -0.040	 -0.120
       6:51.867	 -0.030	 -0.070
       6:51.875	 -0.010	 -0.080
       6:51.883	 -0.030	 -0.100
       6:51.891	 -0.020	 -0.140
       6:51.898	 -0.040	 -0.110
       6:51.906	 -0.010	 -0.100
       6:51.914	 -0.020	 -0.120
       6:51.922	 -0.020	 -0.120
       6:51.930	 -0.020	 -0.110
       6:51.938	 -0.010	 -0.140
       6:51.945	 -0.010	 -0.150
       6:51.953	 -0.020	 -0.120
       6:51.961	  0.000	 -0.110
       6:51.969	  0.000	 -0.150
       6:51.977	  0.000	 -0.170
       6:51.984	  0.010	 -0.140
       6:51.992	  0.010	 -0.150
       6:52.000	  0.010	 -0.180
       6:52.008	  0.000	 -0.140
       6:52.016	  0.000	 -0.160
       6:52.023	  0.010	 -0.170
       6:52.031	  0.000	 -0.190
       6:52.039	  0.000	 -0.160
       6:52.047	  0.000	 -0.170
       6:52.055	 -0.020	 -0.190
       6:52.063	 -0.030	 -0.210
       6:52.070	 -0.030	 -0.170
       6:52.078	 -0.020	 -0.180
       6:52.086	 -0.030	 -0.210
       6:52.094	 -0.030	 -0.190
       6:52.102	 -0.050	 -0.190
       6:52.109	 -0.040	 -0.200
       6:52.117	 -0.060	 -0.220
       6:52.125	 -0.050	 -0.190
       6:52.133	 -0.050	 -0.200
       6:52.141	 -0.030	 -0.210
       6:52.148	 -0.060	 -0.210
       6:52.156	 -0.070	 -0.190
       6:52.164	 -0.050	 -0.190
       6:52.172	 -0.040	 -0.180
       6:52.180	  0.000	 -0.110
       6:52.188	 -0.010	 -0.090
       6:52.195	  0.040	 -0.070
       6:52.203	  0.040	 -0.040
       6:52.211	  0.120	  0.210
       6:52.219	  0.070	  0.160
       6:52.227	  0.000	  0.180
       6:52.234	 -0.040	  0.130
       6:52.242	 -0.160	  0.020
       6:52.250	 -0.160	 -0.020
       6:52.258	 -0.160	 -0.060
       6:52.266	 -0.140	 -0.140
       6:52.273	 -0.150	 -0.200
       6:52.281	 -0.140	 -0.240
       6:52.289	 -0.150	 -0.250
       6:52.297	 -0.170	 -0.220
       6:52.305	 -0.160	 -0.310
       6:52.313	  0.020	 -0.030
       6:52.320	  0.330	  1.440
       6:52.328	  0.620	  4.600
       6:52.336	 -0.930	  5.110
       6:52.344	 -1.590	  4.690
       6:52.352	 -1.330	  0.450
       6:52.359	 -1.050	 -0.510
       6:52.367	 -0.640	 -0.530
       6:52.375	 -0.220	 -0.290
       6:52.383	 -0.090	 -0.360
       6:52.391	 -0.070	 -0.380
       6:52.398	 -0.050	 -0.420
       6:52.406	 -0.030	 -0.400
       6:52.414	  0.000	 -0.390
       6:52.422	  0.000	 -0.400
       6:52.430	  0.030	 -0.420
       6:52.438	  0.020	 -0.380
       6:52.445	  0.050	 -0.360
       6:52.453	  0.050	 -0.370
       6:52.461	  0.050	 -0.370
       6:52.469	  0.070	 -0.320
       6:52.477	  0.100	 -0.310
       6:52.484	  0.100	 -0.320
       6:52.492	  0.100	 -0.280
       6:52.500	  0.130	 -0.250
       6:52.508	  0.140	 -0.260
       6:52.516	  0.160	 -0.270
       6:52.523	  0.170	 -0.230
       6:52.531	  0.190	 -0.220
       6:52.539	  0.190	 -0.230
       6:52.547	  0.190	 -0.250
       6:52.555	  0.180	 -0.230
       6:52.563	  0.170	 -0.260
       6:52.570	  0.150	 -0.290
       6:52.578	  0.140	 -0.300
       6:52.586	  0.120	 -0.290
       6:52.594	  0.090	 -0.300
       6:52.602	  0.050	 -0.290
       6:52.609	  0.040	 -0.200
       6:52.617	  0.020	 -0.150
       6:52.625	  0.020	 -0.130
       6:52.633	  0.010	 -0.110
       6:52.641	  0.000	 -0.070
       6:52.648	  0.010	 -0.100
       6:52.656	  0.010	 -0.120
       6:52.664	  0.020	 -0.100
       6:52.672	  0.010	 -0.110
       6:52.680	  0.030	 -0.120
       6:52.688	  0.040	 -0.140
       6:52.695	  0.040	 -0.100
       6:52.703	  0.020	 -0.150
       6:52.711	  0.100	  0.080
       6:52.719	  0.170	  0.030
       6:52.727	  0.380	  0.120
       6:52.734	  0.690	  0.830
       6:52.742	  0.580	  1.940
       6:52.750	 -0.410	  0.640
       6:52.758	 -1.170	 -1.370
       6:52.766	 -1.190	 -3.200
       6:52.773	 -0.970	 -3.190
       6:52.781	 -0.280	 -3.140
       6:52.789	  1.190	 -2.610
       6:52.797	  2.890	 -2.020
       6:52.805	  2.970	 -2.020
       6:52.813	  1.810	 -1.970
       6:52.820	  0.660	 -1.680
       6:52.828	 -0.250	 -1.180
       6:52.836	 -0.070	 -0.610
       6:52.844	 -0.200	  0.050
       6:52.852	  0.030	  0.420
       6:52.859	 -0.020	  0.620
       6:52.867	 -0.040	  0.750
       6:52.875	 -0.050	  0.860
       6:52.883	 -0.070	  0.970
       6:52.891	 -0.090	  1.100
       6:52.898	 -0.080	  1.250
       6:52.906	 -0.090	  1.330
       6:52.914	 -0.110	  1.470
       6:52.922	 -0.120	  1.630
       6:52.930	 -0.130	  1.800
       6:52.938	 -0.140	  1.960
       6:52.945	 -0.140	  2.240
       6:52.953	 -0.140	  2.540
       6:52.961	 -0.200	  2.780
       6:52.969	 -0.150	  3.140
       6:52.977	 -0.180	  3.480
       6:52.984	 -0.100	  3.960
       6:52.992	 -0.100	  4.180
       6:53.000	 -0.140	  4.350
       6:53.008	 -0.110	  4.360
       6:53.016	 -0.100	  4.140
       6:53.023	 -0.080	  3.750
       6:53.031	  0.010	  3.320
       6:53.039	  0.090	  2.690
       6:53.047	  0.140	  1.870
       6:53.055	  0.150	  1.210
       6:53.063	  0.130	  0.750
       6:53.070	  0.100	  0.390
       6:53.078	  0.070	  0.120
       6:53.086	  0.040	 -0.020
       6:53.094	  0.020	 -0.100
       6:53.102	  0.000	 -0.170
       6:53.109	 -0.010	 -0.200
       6:53.117	 -0.020	 -0.150
       6:53.125	 -0.030	 -0.220
       6:53.133	 -0.210	 -0.520
       6:53.141	  0.140	  0.730
       6:53.148	  0.540	  3.600
       6:53.156	 -0.630	  5.110
       6:53.164	 -2.110	  5.110
       6:53.172	 -1.520	  1.410
       6:53.180	 -1.140	 -0.220
       6:53.188	 -0.270	 -0.310
       6:53.195	 -0.100	 -0.310
       6:53.203	  0.000	 -0.390
       6:53.211	  0.030	 -0.430
       6:53.219	  0.040	 -0.470
       6:53.227	  0.060	 -0.480
       6:53.234	  0.060	 -0.480
       6:53.242	  0.090	 -0.500
       6:53.250	  0.090	 -0.540
       6:53.258	  0.090	 -0.500
       6:53.266	  0.110	 -0.510
       6:53.273	  0.100	 -0.550
       6:53.281	  0.110	 -0.570
       6:53.289	  0.110	 -0.560
       6:53.297	  0.150	 -0.590
       6:53.305	  0.120	 -0.640
       6:53.313	  0.140	 -0.660
       6:53.320	  0.150	 -0.740
       6:53.328	  0.150	 -0.820
       6:53.336	  0.140	 -0.900
       6:53.344	  0.120	 -0.950
       6:53.352	  0.110	 -1.040
       6:53.359	  0.090	 -1.110
       6:53.367	  0.080	 -1.170
       6:53.375	  0.050	 -1.170
       6:53.383	  0.030	 -1.120
       6:53.391	  0.010	 -1.040
       6:53.398	  0.000	 -0.830
       6:53.406	  0.010	 -0.670
       6:53.414	  0.020	 -0.520
       6:53.422	  0.010	 -0.430
       6:53.430	  0.010	 -0.350
       6:53.438	  0.040	 -0.310
       6:53.445	  0.030	 -0.320
       6:53.453	  0.020	 -0.290
       6:53.461	  0.050	 -0.280
       6:53.469	  0.040	 -0.300
       6:53.477	  0.040	 -0.320
       6:53.484	  0.040	 -0.280
       6:53.492	  0.040	 -0.270
       6:53.500	  0.040	 -0.290
       6:53.508	  0.020	 -0.280
       6:53.516	  0.030	 -0.270
       6:53.523	  0.030	 -0.290
       6:53.531	  0.030	 -0.310
       6:53.539	  0.020	 -0.270
       6:53.547	  0.030	 -0.290
       6:53.555	  0.020	 -0.300
       6:53.563	  0.020	 -0.300
       6:53.570	  0.020	 -0.300
       6:53.578	  0.020	 -0.310
       6:53.586	  0.020	 -0.340
       6:53.594	 -0.010	 -0.310
       6:53.602	  0.010	 -0.330
       6:53.609	  0.000	 -0.340
       6:53.617	  0.010	 -0.360
       6:53.625	  0.000	 -0.330
       6:53.633	  0.000	 -0.330
       6:53.641	 -0.010	 -0.350
       6:53.648	 -0.010	 -0.340
       6:53.656	 -0.030	 -0.330
       6:53.664	 -0.010	 -0.350
       6:53.672	 -0.010	 -0.360
       6:53.680	 -0.010	 -0.340
       6:53.688	 -0.010	 -0.340
       6:53.695	 -0.010	 -0.370
       6:53.703	 -0.010	 -0.380
       6:53.711	  0.000	 -0.330
       6:53.719	  0.060	 -0.280
       6:53.727	  0.020	 -0.290
       6:53.734	  0.080	 -0.260
       6:53.742	  0.100	 -0.090
       6:53.750	  0.160	  0.020
       6:53.758	  0.110	 -0.030
       6:53.766	  0.050	  0.030
       6:53.773	 -0.010	 -0.100
       6:53.781	 -0.080	 -0.150
       6:53.789	 -0.110	 -0.180
       6:53.797	 -0.100	 -0.260
       6:53.805	 -0.080	 -0.400
       6:53.813	 -0.080	 -0.420
       6:53.820	 -0.100	 -0.380
       6:53.828	 -0.080	 -0.380
       6:53.836	 -0.080	 -0.390
       6:53.844	 -0.090	 -0.620
       6:53.852	  0.210	 -0.140
       6:53.859	  0.460	  1.500
       6:53.867	  0.620	  4.650
       6:53.875	 -1.610	  5.110
       6:53.883	 -1.810	  3.740
       6:53.891	 -1.160	 -0.410
       6:53.898	 -0.880	 -0.520
       6:53.906	 -0.420	 -0.470
       6:53.914	 -0.020	 -0.410
       6:53.922	 -0.030	 -0.510
       6:53.930	 -0.010	 -0.530
       6:53.938	  0.020	 -0.510
       6:53.945	  0.030	 -0.540
       6:53.953	  0.050	 -0.550
       6:53.961	  0.060	 -0.500
       6:53.969	  0.080	 -0.520
       6:53.977	  0.100	 -0.530
       6:53.984	  0.120	 -0.540
       6:53.992	  0.130	 -0.500
       6:54.000	  0.160	 -0.500
       6:54.008	  0.150	 -0.510
       6:54.016	  0.180	 -0.500
       6:54.023	  0.190	 -0.500
       6:54.031	  0.210	 -0.510
       6:54.039	  0.220	 -0.540
       6:54.047	  0.230	 -0.530
       6:54.055	  0.260	 -0.540
       6:54.063	  0.280	 -0.600
       6:54.070	  0.290	 -0.640
       6:54.078	  0.300	 -0.660
       6:54.086	  0.320	 -0.720
       6:54.094	  0.320	 -0.790
       6:54.102	  0.320	 -0.840
       6:54.109	  0.310	 -0.870
       6:54.117	  0.300	 -0.900
       6:54.125	  0.240	 -0.900
       6:54.133	  0.180	 -0.810
       6:54.141	  0.130	 -0.710
       6:54.148	  0.070	 -0.610
       6:54.156	  0.040	 -0.490
       6:54.164	  0.020	 -0.380
       6:54.172	  0.020	 -0.320
       6:54.180	  0.030	 -0.280
       6:54.188	  0.030	 -0.200
       6:54.195	  0.030	 -0.180
       6:54.203	  0.040	 -0.190
       6:54.211	  0.030	 -0.190
       6:54.219	  0.030	 -0.170
       6:54.227	  0.030	 -0.170
       6:54.234	  0.050	 -0.200
       6:54.242	  0.040	 -0.180
       6:54.250	  0.060	 -0.180
       6:54.258	  0.050	 -0.210
       6:54.266	  0.050	 -0.220
       6:54.273	  0.050	 -0.210
       6:54.281	  0.060	 -0.210
       6:54.289	  0.060	 -0.240
       6:54.297	  0.060	 -0.250
       6:54.305	  0.070	 -0.250
       6:54.313	  0.050	 -0.260
       6:54.320	  0.050	 -0.290
       6:54.328	  0.040	 -0.260
       6:54.336	  0.050	 -0.270
       6:54.344	  0.050	 -0.300
       6:54.352	  0.030	 -0.310
       6:54.359	  0.010	 -0.290
       6:54.367	  0.020	 -0.300
       6:54.375	  0.010	 -0.320
       6:54.383	  0.000	 -0.290
       6:54.391	  0.000	 -0.290
       6:54.398	  0.000	 -0.300
       6:54.406	 -0.020	 -0.310
       6:54.414	 -0.020	 -0.280
       6:54.422	 -0.020	 -0.280
       6:54.430	 -0.010	 -0.290
       6:54.438	 -0.030	 -0.300
       6:54.445	 -0.020	 -0.290
       6:54.453	 -0.020	 -0.280
       6:54.461	 -0.030	 -0.290
       6:54.469	  0.020	 -0.200
       6:54.477	  0.040	 -0.200
       6:54.484	  0.020	 -0.170
       6:54.492	  0.080	 -0.140
       6:54.500	  0.090	  0.010
       6:54.508	  0.150	  0.130
       6:54.516	  0.060	  0.090
       6:54.523	  0.020	  0.120
       6:54.531	 -0.050	  0.020
       6:54.539	 -0.130	 -0.040
       6:54.547	 -0.130	 -0.070
       6:54.555	 -0.140	 -0.120
       6:54.563	 -0.110	 -0.260
       6:54.570	 -0.100	 -0.300
       6:54.578	 -0.120	 -0.300
       6:54.586	 -0.120	 -0.250
       6:54.594	 -0.120	 -0.270
       6:54.602	 -0.120	 -0.460
       6:54.609	  0.190	  0.130
       6:54.617	  0.470	  1.910
       6:54.625	  0.600	  4.900
       6:54.633	 -1.640	  5.110
       6:54.641	 -1.860	  3.690
       6:54.648	 -1.210	 -0.410
       6:54.656	 -0.980	 -0.480
       6:54.664	 -0.480	 -0.430
       6:54.672	 -0.100	 -0.350
       6:54.680	 -0.100	 -0.440
       6:54.688	 -0.090	 -0.460
       6:54.695	 -0.090	 -0.450
       6:54.703	 -0.040	 -0.460
       6:54.711	 -0.040	 -0.470
       6:54.719	 -0.030	 -0.470
       6:54.727	 -0.030	 -0.440
       6:54.734	 -0.030	 -0.440
       6:54.742	 -0.010	 -0.460
       6:54.750	  0.000	 -0.430
       6:54.758	  0.000	 -0.420
       6:54.766	  0.040	 -0.430
       6:54.773	  0.040	 -0.440
       6:54.781	  0.040	 -0.400
       6:54.789	  0.060	 -0.400
       6:54.797	  0.070	 -0.410
       6:54.805	  0.090	 -0.420
       6:54.813	  0.110	 -0.420
       6:54.820	  0.110	 -0.440
       6:54.828	  0.120	 -0.480
       6:54.836	  0.110	 -0.490
       6:54.844	  0.120	 -0.520
       6:54.852	  0.120	 -0.580
       6:54.859	  0.110	 -0.640
       6:54.867	  0.100	 -0.640
       6:54.875	  0.120	 -0.670
       6:54.883	  0.080	 -0.670
       6:54.891	  0.050	 -0.590
       6:54.898	  0.020	 -0.490
       6:54.906	  0.000	 -0.380
       6:54.914	 -0.010	 -0.310
       6:54.922	 -0.020	 -0.210
       6:54.930	 -0.020	 -0.170
       6:54.938	 -0.010	 -0.170
       6:54.945	 -0.010	 -0.140
       6:54.953	 -0.010	 -0.110
       6:54.961	  0.000	 -0.120
       6:54.969	  0.010	 -0.140
       6:54.977	 -0.010	 -0.140
       6:54.984	  0.000	 -0.130
       6:54.992	  0.010	 -0.160
